[2026-03-24 21:58:33] [INFO    ] discord.client: logging in using static token
[2026-03-24 21:58:47] [DEBUG   ] discord.gateway: For Shard ID None: WebSocket Event: {'t': 'INTERACTION_CREATE', 's': 4, 'op': 0, 'd': {'version': 1, 'type': 2, 'token': 'aW50ZXJhY3Rpb246MTQ4NjE4MjUyOTg2MTAyOTk4ODp1elNnQ2JwQVB3TzRBY3Zkd0dXaGI1Njc0TnY4Z1lXNlhERTlsTVpSckJMTjd0Q0lXV3F1bmt4Q2NWY29jdUlXcWFNREk3V3JIVlZBWVNVYUpZNTgwRHFhb2szRWxuczhQbVJoUFFuQkszUmdFMHJtMzhPWTQzc2NOU2FWVVF3NQ', 'member': {'user': {'username': 'tomot_23', 'public_flags': 0, 'primary_guild': None, 'id': '592492112357097473', 'global_name': 'Tommy Gill', 'display_name_styles': None, 'discriminator': '0', 'collectibles': None, 'clan': None, 'avatar_decoration_data': None, 'avatar': '3fdd0a161a32314aebda8bfcc7f0979a'}, 'unusual_dm_activity_until': None, 'roles': ['1486015289400234104', '1486015250322030763'], 'premium_since': None, 'permissions': '9007199254740991', 'pending': False, 'nick': None, 'mute': False, 'joined_at': '2026-03-24T03:39:39.661000+00:00', 'flags': 0, 'display_name_styles': None, 'deaf': False, 'communication_disabled_until': None, 'collectibles': None, 'banner': None, 'avatar': None}, 'locale': 'en-US', 'id': '1486182529861029988', 'guild_locale': 'en-US', 'guild_id': '1485845528175706276', 'guild': {'locale': 'en-US', 'id': '1485845528175706276', 'features': []}, 'entitlements': [], 'entitlement_sku_ids': [], 'data': {'type': 1, 'resolved': {'users': {'1485841393833480262': {'username': 'dndapp', 'public_flags': 0, 'primary_guild': None, 'id': '1485841393833480262', 'global_name': None, 'display_name_styles': None, 'discriminator': '6134', 'collectibles': None, 'clan': None, 'bot': True, 'avatar_decoration_data': None, 'avatar': None}}, 'members': {'1485841393833480262': {'unusual_dm_activity_until': None, 'roles': ['1485845579723702305'], 'premium_since': None, 'permissions': '2248473734270529', 'pending': False, 'nick': None, 'joined_at': '2026-03-24T03:39:51.987000+00:00', 'flags': 0, 'display_name_styles': None, 'communication_disabled_until': None, 'collectibles': None, 'banner': None, 'avatar': None}}}, 'options': [{'value': '1485841393833480262', 'type': 6, 'name': 'player'}, {'value': 'Investigation', 'type': 3, 'name': 'ability'}], 'name': 'abilitycheck', 'id': '1485983195324485782'}, 'context': 0, 'channel_id': '1485845529375015014', 'channel': {'type': 0, 'topic': None, 'theme_color': None, 'rate_limit_per_user': 0, 'position': 0, 'permissions': '9007199254740991', 'parent_id': '1485845529375015012', 'nsfw': False, 'name': 'general', 'last_message_id': '1486182336444760315', 'id': '1485845529375015014', 'icon_emoji': {'name': '👋', 'id': None}, 'guild_id': '1485845528175706276', 'flags': 0}, 'authorizing_integration_owners': {'0': '1485845528175706276'}, 'attachment_size_limit': 10485760, 'application_id': '1485841393833480262', 'app_permissions': '2248473734270529'}}
[2026-03-24 21:58:47] [DEBUG   ] discord.client: Dispatching event socket_event_type
[2026-03-24 21:58:47] [DEBUG   ] discord.client: Dispatching event interaction
[2026-03-24 21:58:47] [DEBUG   ] discord.gateway: For Shard ID None: WebSocket Event: {'t': 'MESSAGE_CREATE', 's': 5, 'op': 0, 'd': {'webhook_id': '1485841393833480262', 'type': 20, 'tts': False, 'timestamp': '2026-03-25T01:58:47.276000+00:00', 'pinned': False, 'nonce': '1486182529089142784', 'mentions': [], 'mention_roles': [], 'mention_everyone': False, 'member': {'roles': ['1485845579723702305'], 'premium_since': None, 'pending': False, 'nick': None, 'mute': False, 'joined_at': '2026-03-24T03:39:51.987000+00:00', 'flags': 0, 'deaf': False, 'communication_disabled_until': None, 'banner': None, 'avatar': None}, 'interaction_metadata': {'user': {'username': 'tomot_23', 'public_flags': 0, 'primary_guild': None, 'id': '592492112357097473', 'global_name': 'Tommy Gill', 'display_name_styles': None, 'discriminator': '0', 'collectibles': None, 'clan': None, 'avatar_decoration_data': None, 'avatar': '3fdd0a161a32314aebda8bfcc7f0979a'}, 'type': 2, 'name': 'abilitycheck', 'id': '1486182529861029988', 'command_type': 1, 'authorizing_integration_owners': {'0': '1485845528175706276'}}, 'interaction': {'user': {'username': 'tomot_23', 'public_flags': 0, 'primary_guild': None, 'id': '592492112357097473', 'global_name': 'Tommy Gill', 'display_name_styles': None, 'discriminator': '0', 'collectibles': None, 'clan': None, 'avatar_decoration_data': None, 'avatar': '3fdd0a161a32314aebda8bfcc7f0979a'}, 'type': 2, 'name': 'abilitycheck', 'member': {'roles': ['1486015289400234104', '1486015250322030763'], 'premium_since': None, 'pending': False, 'nick': None, 'mute': False, 'joined_at': '2026-03-24T03:39:39.661000+00:00', 'flags': 0, 'deaf': False, 'communication_disabled_until': None, 'banner': None, 'avatar': None}, 'id': '1486182529861029988'}, 'id': '1486182530788098191', 'flags': 0, 'embeds': [{'type': 'rich', 'title': 'Investigation Check', 'id': '1486182530788098193', 'description': '<@1485841393833480262> must make a Investigation check', 'content_scan_version': 0}], 'edited_timestamp': None, 'content': '', 'components': [], 'channel_type': 0, 'channel_id': '1485845529375015014', 'author': {'username': 'dndapp', 'public_flags': 0, 'primary_guild': None, 'id': '1485841393833480262', 'global_name': None, 'display_name_styles': None, 'discriminator': '6134', 'collectibles': None, 'clan': None, 'bot': True, 'avatar_decoration_data': None, 'avatar': None}, 'attachments': [], 'application_id': '1485841393833480262', 'guild_id': '1485845528175706276'}}
[2026-03-24 21:58:47] [DEBUG   ] discord.client: Dispatching event socket_event_type
[2026-03-24 21:58:47] [DEBUG   ] discord.client: Dispatching event message
[2026-03-24 21:58:47] [DEBUG   ] discord.webhook.async_: Webhook ID 1486182529861029988 with POST https://discord.com/api/v10/interactions/1486182529861029988/aW50ZXJhY3Rpb246MTQ4NjE4MjUyOTg2MTAyOTk4ODp1elNnQ2JwQVB3TzRBY3Zkd0dXaGI1Njc0TnY4Z1lXNlhERTlsTVpSckJMTjd0Q0lXV3F1bmt4Q2NWY29jdUlXcWFNREk3V3JIVlZBWVNVYUpZNTgwRHFhb2szRWxuczhQbVJoUFFuQkszUmdFMHJtMzhPWTQzc2NOU2FWVVF3NQ/callback has returned status code 200
[2026-03-24 21:58:47] [DEBUG   ] discord.webhook.async_: Webhook ID 1485841393833480262 with GET https://discord.com/api/v10/webhooks/1485841393833480262/aW50ZXJhY3Rpb246MTQ4NjE4MjUyOTg2MTAyOTk4ODp1elNnQ2JwQVB3TzRBY3Zkd0dXaGI1Njc0TnY4Z1lXNlhERTlsTVpSckJMTjd0Q0lXV3F1bmt4Q2NWY29jdUlXcWFNREk3V3JIVlZBWVNVYUpZNTgwRHFhb2szRWxuczhQbVJoUFFuQkszUmdFMHJtMzhPWTQzc2NOU2FWVVF3NQ/messages/@original has returned status code 200
[2026-03-24 21:58:48] [DEBUG   ] discord.gateway: For Shard ID None: WebSocket Event: {'t': 'MESSAGE_REACTION_ADD', 's': 6, 'op': 0, 'd': {'user_id': '1485841393833480262', 'type': 0, 'message_id': '1486182530788098191', 'message_author_id': '1485841393833480262', 'member': {'user': {'username': 'dndapp', 'public_flags': 0, 'primary_guild': None, 'id': '1485841393833480262', 'global_name': None, 'display_name_styles': None, 'display_name': None, 'discriminator': '6134', 'collectibles': None, 'bot': True, 'avatar_decoration_data': None, 'avatar': None}, 'roles': ['1485845579723702305'], 'premium_since': None, 'pending': False, 'nick': None, 'mute': False, 'joined_at': '2026-03-24T03:39:51.987000+00:00', 'flags': 0, 'deaf': False, 'communication_disabled_until': None, 'banner': None, 'avatar': None}, 'emoji': {'name': '🎲', 'id': None}, 'channel_id': '1485845529375015014', 'burst': False, 'guild_id': '1485845528175706276'}}
[2026-03-24 21:58:48] [DEBUG   ] discord.client: Dispatching event socket_event_type
[2026-03-24 21:58:48] [DEBUG   ] discord.client: Dispatching event raw_reaction_add
[2026-03-24 21:58:48] [DEBUG   ] discord.client: Dispatching event reaction_add
[2026-03-24 21:58:48] [DEBUG   ] discord.http: PUT https://discord.com/api/v10/channels/1485845529375015014/messages/1486182530788098191/reactions/%F0%9F%8E%B2/@me with None has returned 204
[2026-03-24 21:58:48] [DEBUG   ] discord.http: PUT /channels/{channel_id}/messages/{message_id}/reactions/{emoji}/@me has found its initial rate limit bucket hash (acca06189c86c292e9013a444ec3184d).
[2026-03-24 21:58:48] [DEBUG   ] discord.http: A rate limit bucket (acca06189c86c292e9013a444ec3184d) has been exhausted. Pre-emptively rate limiting...
[2026-03-24 21:58:48] [DEBUG   ] discord.http: PUT https://discord.com/api/v10/channels/1485845529375015014/messages/1486182530788098191/reactions/%F0%9F%8E%B2/@me has received 
[2026-03-24 21:58:48] [DEBUG   ] discord.gateway: For Shard ID None: WebSocket Event: {'t': 'MESSAGE_CREATE', 's': 7, 'op': 0, 'd': {'type': 0, 'tts': False, 'timestamp': '2026-03-25T01:58:48.131000+00:00', 'pinned': False, 'nonce': '4219206300394362836', 'mentions': [], 'mention_roles': [], 'mention_everyone': False, 'member': {'roles': ['1485845579723702305'], 'premium_since': None, 'pending': False, 'nick': None, 'mute': False, 'joined_at': '2026-03-24T03:39:51.987000+00:00', 'flags': 0, 'deaf': False, 'communication_disabled_until': None, 'banner': None, 'avatar': None}, 'id': '1486182534373969940', 'flags': 0, 'embeds': [], 'edited_timestamp': None, 'content': 'Rolling Investigation check...', 'components': [], 'channel_type': 0, 'channel_id': '1485845529375015014', 'author': {'username': 'dndapp', 'public_flags': 0, 'primary_guild': None, 'id': '1485841393833480262', 'global_name': None, 'display_name_styles': None, 'discriminator': '6134', 'collectibles': None, 'clan': None, 'bot': True, 'avatar_decoration_data': None, 'avatar': None}, 'attachments': [], 'guild_id': '1485845528175706276'}}
[2026-03-24 21:58:48] [DEBUG   ] discord.client: Dispatching event socket_event_type
[2026-03-24 21:58:48] [DEBUG   ] discord.client: Dispatching event message
[2026-03-24 21:58:48] [DEBUG   ] discord.http: POST https://discord.com/api/v10/channels/1485845529375015014/messages with {"content":"Rolling Investigation check...","components":[],"nonce":"4219206300394362836","enforce_nonce":true,"tts":false} has returned 200
[2026-03-24 21:58:48] [DEBUG   ] discord.http: POST /channels/{channel_id}/messages has found its initial rate limit bucket hash (62df3a8bf3cb0dd93018dd80d06039f6).
[2026-03-24 21:58:48] [DEBUG   ] discord.http: POST https://discord.com/api/v10/channels/1485845529375015014/messages has received {'type': 0, 'content': 'Rolling Investigation check...', 'mentions': [], 'mention_roles': [], 'attachments': [], 'embeds': [], 'timestamp': '2026-03-25T01:58:48.131000+00:00', 'edited_timestamp': None, 'flags': 0, 'components': [], 'id': '1486182534373969940', 'channel_id': '1485845529375015014', 'author': {'id': '1485841393833480262', 'username': 'dndapp', 'avatar': None, 'discriminator': '6134', 'public_flags': 0, 'flags': 0, 'bot': True, 'banner': None, 'accent_color': None, 'global_name': None, 'avatar_decoration_data': None, 'collectibles': None, 'display_name_styles': None, 'banner_color': None, 'clan': None, 'primary_guild': None}, 'pinned': False, 'mention_everyone': False, 'tts': False, 'nonce': '4219206300394362836'}
[2026-03-24 21:58:48] [ERROR   ] discord.client: Ignoring exception in on_reaction_add
Traceback (most recent call last):
  File "C:\Users\tgill\OneDrive\Documents\VSCode\DnDApp\venv\Lib\site-packages\discord\client.py", line 508, in _run_event
    await coro(*args, **kwargs)
  File "c:\Users\tgill\OneDrive\Documents\VSCode\DnDApp\main.py", line 51, in on_reaction_add
    your_ch = char_list[user.name]
              ~~~~~~~~~^^^^^^^^^^^
KeyError: 'dndapp'
[2026-03-24 21:58:48] [DEBUG   ] discord.client: Dispatching event app_command_completion
[2026-03-24 21:59:01] [DEBUG   ] discord.gateway: For Shard ID None: WebSocket Event: {'t': 'INTERACTION_CREATE', 's': 8, 'op': 0, 'd': {'version': 1, 'type': 2, 'token': 'aW50ZXJhY3Rpb246MTQ4NjE4MjU4NzM2MDczOTQwODpDYURkT2VXTTczcFJVQWpnMEdRRlZTYUlmOEZrcFNCMXlXMjNpYWZwcFNOOVExajNONTB5cEtuNmNiRUdEeVNncm8zZGc5Ylg3Q2N2bFE4UFEzV0RoOFZseXg1eDVyeERWZ1hFZmVZRVdSN2VOSU1LMjdTSU5laXc4OVZYd2FubQ', 'member': {'user': {'username': 'tomot_23', 'public_flags': 0, 'primary_guild': None, 'id': '592492112357097473', 'global_name': 'Tommy Gill', 'display_name_styles': None, 'discriminator': '0', 'collectibles': None, 'clan': None, 'avatar_decoration_data': None, 'avatar': '3fdd0a161a32314aebda8bfcc7f0979a'}, 'unusual_dm_activity_until': None, 'roles': ['1486015289400234104', '1486015250322030763'], 'premium_since': None, 'permissions': '9007199254740991', 'pending': False, 'nick': None, 'mute': False, 'joined_at': '2026-03-24T03:39:39.661000+00:00', 'flags': 0, 'display_name_styles': None, 'deaf': False, 'communication_disabled_until': None, 'collectibles': None, 'banner': None, 'avatar': None}, 'locale': 'en-US', 'id': '1486182587360739408', 'guild_locale': 'en-US', 'guild_id': '1485845528175706276', 'guild': {'locale': 'en-US', 'id': '1485845528175706276', 'features': []}, 'entitlements': [], 'entitlement_sku_ids': [], 'data': {'type': 1, 'resolved': {'users': {'592492112357097473': {'username': 'tomot_23', 'public_flags': 0, 'primary_guild': None, 'id': '592492112357097473', 'global_name': 'Tommy Gill', 'display_name_styles': None, 'discriminator': '0', 'collectibles': None, 'clan': None, 'avatar_decoration_data': None, 'avatar': '3fdd0a161a32314aebda8bfcc7f0979a'}}, 'members': {'592492112357097473': {'unusual_dm_activity_until': None, 'roles': ['1486015289400234104', '1486015250322030763'], 'premium_since': None, 'permissions': '9007199254740991', 'pending': False, 'nick': None, 'joined_at': '2026-03-24T03:39:39.661000+00:00', 'flags': 0, 'display_name_styles': None, 'communication_disabled_until': None, 'collectibles': None, 'banner': None, 'avatar': None}}}, 'options': [{'value': '592492112357097473', 'type': 6, 'name': 'player'}, {'value': 'Medicine', 'type': 3, 'name': 'ability'}], 'name': 'abilitycheck', 'id': '1485983195324485782'}, 'context': 0, 'channel_id': '1485845529375015014', 'channel': {'type': 0, 'topic': None, 'theme_color': None, 'rate_limit_per_user': 0, 'position': 0, 'permissions': '9007199254740991', 'parent_id': '1485845529375015012', 'nsfw': False, 'name': 'general', 'last_message_id': '1486182534373969940', 'id': '1485845529375015014', 'icon_emoji': {'name': '👋', 'id': None}, 'guild_id': '1485845528175706276', 'flags': 0}, 'authorizing_integration_owners': {'0': '1485845528175706276'}, 'attachment_size_limit': 10485760, 'application_id': '1485841393833480262', 'app_permissions': '2248473734270529'}}
[2026-03-24 21:59:01] [DEBUG   ] discord.client: Dispatching event socket_event_type
[2026-03-24 21:59:01] [DEBUG   ] discord.client: Dispatching event interaction
[2026-03-24 21:59:01] [DEBUG   ] discord.gateway: For Shard ID None: WebSocket Event: {'t': 'MESSAGE_CREATE', 's': 9, 'op': 0, 'd': {'webhook_id': '1485841393833480262', 'type': 20, 'tts': False, 'timestamp': '2026-03-25T01:59:00.992000+00:00', 'pinned': False, 'nonce': '1486182586785988608', 'mentions': [], 'mention_roles': [], 'mention_everyone': False, 'member': {'roles': ['1485845579723702305'], 'premium_since': None, 'pending': False, 'nick': None, 'mute': False, 'joined_at': '2026-03-24T03:39:51.987000+00:00', 'flags': 0, 'deaf': False, 'communication_disabled_until': None, 'banner': None, 'avatar': None}, 'interaction_metadata': {'user': {'username': 'tomot_23', 'public_flags': 0, 'primary_guild': None, 'id': '592492112357097473', 'global_name': 'Tommy Gill', 'display_name_styles': None, 'discriminator': '0', 'collectibles': None, 'clan': None, 'avatar_decoration_data': None, 'avatar': '3fdd0a161a32314aebda8bfcc7f0979a'}, 'type': 2, 'name': 'abilitycheck', 'id': '1486182587360739408', 'command_type': 1, 'authorizing_integration_owners': {'0': '1485845528175706276'}}, 'interaction': {'user': {'username': 'tomot_23', 'public_flags': 0, 'primary_guild': None, 'id': '592492112357097473', 'global_name': 'Tommy Gill', 'display_name_styles': None, 'discriminator': '0', 'collectibles': None, 'clan': None, 'avatar_decoration_data': None, 'avatar': '3fdd0a161a32314aebda8bfcc7f0979a'}, 'type': 2, 'name': 'abilitycheck', 'member': {'roles': ['1486015289400234104', '1486015250322030763'], 'premium_since': None, 'pending': False, 'nick': None, 'mute': False, 'joined_at': '2026-03-24T03:39:39.661000+00:00', 'flags': 0, 'deaf': False, 'communication_disabled_until': None, 'banner': None, 'avatar': None}, 'id': '1486182587360739408'}, 'id': '1486182588316909578', 'flags': 0, 'embeds': [{'type': 'rich', 'title': 'Medicine Check', 'id': '1486182588316909579', 'description': '<@592492112357097473> must make a Medicine check', 'content_scan_version': 0}], 'edited_timestamp': None, 'content': '', 'components': [], 'channel_type': 0, 'channel_id': '1485845529375015014', 'author': {'username': 'dndapp', 'public_flags': 0, 'primary_guild': None, 'id': '1485841393833480262', 'global_name': None, 'display_name_styles': None, 'discriminator': '6134', 'collectibles': None, 'clan': None, 'bot': True, 'avatar_decoration_data': None, 'avatar': None}, 'attachments': [], 'application_id': '1485841393833480262', 'guild_id': '1485845528175706276'}}
[2026-03-24 21:59:01] [DEBUG   ] discord.client: Dispatching event socket_event_type
[2026-03-24 21:59:01] [DEBUG   ] discord.client: Dispatching event message
[2026-03-24 21:59:01] [DEBUG   ] discord.webhook.async_: Webhook ID 1486182587360739408 with POST https://discord.com/api/v10/interactions/1486182587360739408/aW50ZXJhY3Rpb246MTQ4NjE4MjU4NzM2MDczOTQwODpDYURkT2VXTTczcFJVQWpnMEdRRlZTYUlmOEZrcFNCMXlXMjNpYWZwcFNOOVExajNONTB5cEtuNmNiRUdEeVNncm8zZGc5Ylg3Q2N2bFE4UFEzV0RoOFZseXg1eDVyeERWZ1hFZmVZRVdSN2VOSU1LMjdTSU5laXc4OVZYd2FubQ/callback has returned status code 200
[2026-03-24 21:59:01] [DEBUG   ] discord.webhook.async_: Webhook ID 1485841393833480262 with GET https://discord.com/api/v10/webhooks/1485841393833480262/aW50ZXJhY3Rpb246MTQ4NjE4MjU4NzM2MDczOTQwODpDYURkT2VXTTczcFJVQWpnMEdRRlZTYUlmOEZrcFNCMXlXMjNpYWZwcFNOOVExajNONTB5cEtuNmNiRUdEeVNncm8zZGc5Ylg3Q2N2bFE4UFEzV0RoOFZseXg1eDVyeERWZ1hFZmVZRVdSN2VOSU1LMjdTSU5laXc4OVZYd2FubQ/messages/@original has returned status code 200
[2026-03-24 21:59:02] [DEBUG   ] discord.gateway: For Shard ID None: WebSocket Event: {'t': 'MESSAGE_REACTION_ADD', 's': 10, 'op': 0, 'd': {'user_id': '1485841393833480262', 'type': 0, 'message_id': '1486182588316909578', 'message_author_id': '1485841393833480262', 'member': {'user': {'username': 'dndapp', 'public_flags': 0, 'primary_guild': None, 'id': '1485841393833480262', 'global_name': None, 'display_name_styles': None, 'display_name': None, 'discriminator': '6134', 'collectibles': None, 'bot': True, 'avatar_decoration_data': None, 'avatar': None}, 'roles': ['1485845579723702305'], 'premium_since': None, 'pending': False, 'nick': None, 'mute': False, 'joined_at': '2026-03-24T03:39:51.987000+00:00', 'flags': 0, 'deaf': False, 'communication_disabled_until': None, 'banner': None, 'avatar': None}, 'emoji': {'name': '🎲', 'id': None}, 'channel_id': '1485845529375015014', 'burst': False, 'guild_id': '1485845528175706276'}}
[2026-03-24 21:59:02] [DEBUG   ] discord.client: Dispatching event socket_event_type
[2026-03-24 21:59:02] [DEBUG   ] discord.client: Dispatching event raw_reaction_add
[2026-03-24 21:59:02] [DEBUG   ] discord.client: Dispatching event reaction_add
[2026-03-24 21:59:02] [DEBUG   ] discord.http: PUT https://discord.com/api/v10/channels/1485845529375015014/messages/1486182588316909578/reactions/%F0%9F%8E%B2/@me with None has returned 204
[2026-03-24 21:59:02] [DEBUG   ] discord.http: A rate limit bucket (acca06189c86c292e9013a444ec3184d) has been exhausted. Pre-emptively rate limiting...
[2026-03-24 21:59:02] [DEBUG   ] discord.http: PUT https://discord.com/api/v10/channels/1485845529375015014/messages/1486182588316909578/reactions/%F0%9F%8E%B2/@me has received 
[2026-03-24 21:59:02] [DEBUG   ] discord.client: Dispatching event app_command_completion
[2026-03-24 21:59:03] [DEBUG   ] discord.gateway: For Shard ID None: WebSocket Event: {'t': 'MESSAGE_REACTION_ADD', 's': 11, 'op': 0, 'd': {'user_id': '592492112357097473', 'type': 0, 'message_id': '1486182588316909578', 'message_author_id': '1485841393833480262', 'member': {'user': {'username': 'tomot_23', 'public_flags': 0, 'primary_guild': None, 'id': '592492112357097473', 'global_name': 'Tommy Gill', 'display_name_styles': None, 'display_name': 'Tommy Gill', 'discriminator': '0', 'collectibles': None, 'bot': False, 'avatar_decoration_data': None, 'avatar': '3fdd0a161a32314aebda8bfcc7f0979a'}, 'roles': ['1486015289400234104', '1486015250322030763'], 'premium_since': None, 'pending': False, 'nick': None, 'mute': False, 'joined_at': '2026-03-24T03:39:39.661000+00:00', 'flags': 0, 'deaf': False, 'communication_disabled_until': None, 'banner': None, 'avatar': None}, 'emoji': {'name': '🎲', 'id': None}, 'channel_id': '1485845529375015014', 'burst': False, 'guild_id': '1485845528175706276'}}
[2026-03-24 21:59:03] [DEBUG   ] discord.client: Dispatching event socket_event_type
[2026-03-24 21:59:03] [DEBUG   ] discord.client: Dispatching event raw_reaction_add
[2026-03-24 21:59:03] [DEBUG   ] discord.client: Dispatching event reaction_add
[2026-03-24 21:59:04] [DEBUG   ] discord.http: POST https://discord.com/api/v10/channels/1485845529375015014/messages with {"content":"Rolling Medicine check...","components":[],"nonce":"7611887928042122877","enforce_nonce":true,"tts":false} has returned 200
[2026-03-24 21:59:04] [DEBUG   ] discord.http: POST https://discord.com/api/v10/channels/1485845529375015014/messages has received {'type': 0, 'content': 'Rolling Medicine check...', 'mentions': [], 'mention_roles': [], 'attachments': [], 'embeds': [], 'timestamp': '2026-03-25T01:59:03.878000+00:00', 'edited_timestamp': None, 'flags': 0, 'components': [], 'id': '1486182600421802045', 'channel_id': '1485845529375015014', 'author': {'id': '1485841393833480262', 'username': 'dndapp', 'avatar': None, 'discriminator': '6134', 'public_flags': 0, 'flags': 0, 'bot': True, 'banner': None, 'accent_color': None, 'global_name': None, 'avatar_decoration_data': None, 'collectibles': None, 'display_name_styles': None, 'banner_color': None, 'clan': None, 'primary_guild': None}, 'pinned': False, 'mention_everyone': False, 'tts': False, 'nonce': '7611887928042122877'}
[2026-03-24 21:59:04] [DEBUG   ] discord.gateway: For Shard ID None: WebSocket Event: {'t': 'MESSAGE_CREATE', 's': 12, 'op': 0, 'd': {'type': 0, 'tts': False, 'timestamp': '2026-03-25T01:59:03.878000+00:00', 'pinned': False, 'nonce': '7611887928042122877', 'mentions': [], 'mention_roles': [], 'mention_everyone': False, 'member': {'roles': ['1485845579723702305'], 'premium_since': None, 'pending': False, 'nick': None, 'mute': False, 'joined_at': '2026-03-24T03:39:51.987000+00:00', 'flags': 0, 'deaf': False, 'communication_disabled_until': None, 'banner': None, 'avatar': None}, 'id': '1486182600421802045', 'flags': 0, 'embeds': [], 'edited_timestamp': None, 'content': 'Rolling Medicine check...', 'components': [], 'channel_type': 0, 'channel_id': '1485845529375015014', 'author': {'username': 'dndapp', 'public_flags': 0, 'primary_guild': None, 'id': '1485841393833480262', 'global_name': None, 'display_name_styles': None, 'discriminator': '6134', 'collectibles': None, 'clan': None, 'bot': True, 'avatar_decoration_data': None, 'avatar': None}, 'attachments': [], 'guild_id': '1485845528175706276'}}
[2026-03-24 21:59:04] [DEBUG   ] discord.client: Dispatching event socket_event_type
[2026-03-24 21:59:04] [DEBUG   ] discord.client: Dispatching event message
[2026-03-24 21:59:04] [DEBUG   ] discord.gateway: For Shard ID None: WebSocket Event: {'t': 'MESSAGE_CREATE', 's': 13, 'op': 0, 'd': {'type': 0, 'tts': False, 'timestamp': '2026-03-25T01:59:04.134000+00:00', 'pinned': False, 'nonce': '11250423134518877164', 'mentions': [], 'mention_roles': [], 'mention_everyone': False, 'member': {'roles': ['1485845579723702305'], 'premium_since': None, 'pending': False, 'nick': None, 'mute': False, 'joined_at': '2026-03-24T03:39:51.987000+00:00', 'flags': 0, 'deaf': False, 'communication_disabled_until': None, 'banner': None, 'avatar': None}, 'id': '1486182601495679106', 'flags': 0, 'embeds': [], 'edited_timestamp': None, 'content': 'You got a 5 (3+2)', 'components': [], 'channel_type': 0, 'channel_id': '1485845529375015014', 'author': {'username': 'dndapp', 'public_flags': 0, 'primary_guild': None, 'id': '1485841393833480262', 'global_name': None, 'display_name_styles': None, 'discriminator': '6134', 'collectibles': None, 'clan': None, 'bot': True, 'avatar_decoration_data': None, 'avatar': None}, 'attachments': [], 'guild_id': '1485845528175706276'}}
[2026-03-24 21:59:04] [DEBUG   ] discord.client: Dispatching event socket_event_type
[2026-03-24 21:59:04] [DEBUG   ] discord.client: Dispatching event message
[2026-03-24 21:59:04] [DEBUG   ] discord.http: POST https://discord.com/api/v10/channels/1485845529375015014/messages with {"content":"You got a 5 (3+2)","components":[],"nonce":"11250423134518877164","enforce_nonce":true,"tts":false} has returned 200
[2026-03-24 21:59:04] [DEBUG   ] discord.http: POST https://discord.com/api/v10/channels/1485845529375015014/messages has received {'type': 0, 'content': 'You got a 5 (3+2)', 'mentions': [], 'mention_roles': [], 'attachments': [], 'embeds': [], 'timestamp': '2026-03-25T01:59:04.134000+00:00', 'edited_timestamp': None, 'flags': 0, 'components': [], 'id': '1486182601495679106', 'channel_id': '1485845529375015014', 'author': {'id': '1485841393833480262', 'username': 'dndapp', 'avatar': None, 'discriminator': '6134', 'public_flags': 0, 'flags': 0, 'bot': True, 'banner': None, 'accent_color': None, 'global_name': None, 'avatar_decoration_data': None, 'collectibles': None, 'display_name_styles': None, 'banner_color': None, 'clan': None, 'primary_guild': None}, 'pinned': False, 'mention_everyone': False, 'tts': False, 'nonce': '11250423134518877164'}
[2026-03-24 21:59:15] [DEBUG   ] discord.gateway: Keeping shard ID None websocket alive with sequence 13.
[2026-03-24 21:59:15] [DEBUG   ] discord.gateway: For Shard ID None: WebSocket Event: {'t': None, 's': None, 'op': 11, 'd': None}
